"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"ARM00087480","ROSARIO, AR","2017-02-27",,,"80","92",
"ARM00087480","ROSARIO, AR","2017-02-28","0.75",,"80","91","69"
"ARM00087480","ROSARIO, AR","2017-03-01","0.00",,"79","92",
"ARM00087480","ROSARIO, AR","2017-03-02",,,"82",,"73"
"ARM00087480","ROSARIO, AR","2017-03-03","0.91",,"70","93","62"
"ARM00087480","ROSARIO, AR","2017-03-04","0.00",,"69",,"62"
"ARM00087480","ROSARIO, AR","2017-03-05",,,"70",,
"ARM00087480","ROSARIO, AR","2017-03-06",,,"74",,"66"
"ARM00087480","ROSARIO, AR","2017-03-07","0.00",,"73","84","62"
"ARM00087480","ROSARIO, AR","2017-03-08","0.00",,"77","84","70"
"ARM00087480","ROSARIO, AR","2017-03-09","1.89",,"76","85",
"ARM00087480","ROSARIO, AR","2017-03-10","0.00",,"65","81","55"
"ARM00087480","ROSARIO, AR","2017-03-11",,,"65","78","59"
"ARM00087480","ROSARIO, AR","2017-03-12","0.20",,"63",,"57"
"ARM00087480","ROSARIO, AR","2017-03-13","0.00",,"65",,"48"
"ARM00087480","ROSARIO, AR","2017-03-14",,,"70",,"55"
"ARM00087480","ROSARIO, AR","2017-03-15","0.12",,"68","83","62"
"ARM00087480","ROSARIO, AR","2017-03-16","0.55",,"62",,"56"
"ARM00087480","ROSARIO, AR","2017-03-17","0.00",,"60",,"46"
"ARM00087480","ROSARIO, AR","2017-03-18",,,"63",,"52"
"ARM00087480","ROSARIO, AR","2017-03-19",,,"67",,"53"
"ARM00087480","ROSARIO, AR","2017-03-20",,,"69","77","55"
"ARM00087480","ROSARIO, AR","2017-03-21",,,"68",,"58"
"ARM00087480","ROSARIO, AR","2017-03-22",,,"73",,"64"
"ARM00087480","ROSARIO, AR","2017-03-23","1.14",,"71","83","65"
"ARM00087480","ROSARIO, AR","2017-03-24","0.00",,"73",,
"ARM00087480","ROSARIO, AR","2017-03-25",,,"76",,"65"
"ARM00087480","ROSARIO, AR","2017-03-26","1.02",,"76","85",
"ARM00087480","ROSARIO, AR","2017-03-27","0.00",,"77",,
"ARM00087480","ROSARIO, AR","2017-03-28",,,"76","87","69"
"ARM00087480","ROSARIO, AR","2017-03-29",,,"74","83","67"
"ARM00087480","ROSARIO, AR","2017-03-30","0.03",,"74","83","69"
"ARM00087480","ROSARIO, AR","2017-03-31","0.08",,"76",,"69"
"ARM00087480","ROSARIO, AR","2017-04-01","0.00",,"75","84","67"
"ARM00087480","ROSARIO, AR","2017-04-02","0.02",,"69","82",
"ARM00087480","ROSARIO, AR","2017-04-03","1.02",,"66",,"59"
"ARM00087480","ROSARIO, AR","2017-04-04","0.00",,"70",,"57"
"ARM00087480","ROSARIO, AR","2017-04-05",,,"72","83","63"
"ARM00087480","ROSARIO, AR","2017-04-06",,,"68",,"53"
"ARM00087480","ROSARIO, AR","2017-04-07",,,"69",,"62"
"ARM00087480","ROSARIO, AR","2017-04-08","0.00",,"66","84","60"
"ARM00087480","ROSARIO, AR","2017-04-09","1.50",,"67","74","62"
"ARM00087480","ROSARIO, AR","2017-04-10","2.01",,"62","70",
"ARM00087480","ROSARIO, AR","2017-04-11","0.00",,"64",,"54"
"ARM00087480","ROSARIO, AR","2017-04-12",,,"61","76","51"
"ARM00087480","ROSARIO, AR","2017-04-13",,,"61",,"53"
"ARM00087480","ROSARIO, AR","2017-04-14",,,"62","72",
"ARM00087480","ROSARIO, AR","2017-04-15",,,"66",,
"ARM00087480","ROSARIO, AR","2017-04-16",,,"61","75","54"
"ARM00087480","ROSARIO, AR","2017-04-17",,,"60",,"50"
"ARM00087480","ROSARIO, AR","2017-04-18",,,"62","71","56"
"ARM00087480","ROSARIO, AR","2017-04-19","0.02",,"62",,
"ARM00087480","ROSARIO, AR","2017-04-20","0.00",,"68",,"56"
"ARM00087480","ROSARIO, AR","2017-04-21","0.00",,"66","79","57"
"ARM00087480","ROSARIO, AR","2017-04-22",,,"57","77","46"
"ARM00087480","ROSARIO, AR","2017-04-23","0.00",,"61",,"48"
"ARM00087480","ROSARIO, AR","2017-04-24","0.00",,"67","76","58"
"ARM00087480","ROSARIO, AR","2017-04-25","0.00",,"57","76","53"
"ARM00087480","ROSARIO, AR","2017-04-26","0.35",,"58",,"47"
"ARM00087480","ROSARIO, AR","2017-04-27","0.00",,"55",,"38"
"ARM00087480","ROSARIO, AR","2017-04-28",,,"60",,"45"
"ARM00087480","ROSARIO, AR","2017-04-29",,,"62","80","47"
"ARM00087480","ROSARIO, AR","2017-04-30",,,"61",,"43"
"ARM00087480","ROSARIO, AR","2017-05-01",,,"63",,"49"
"ARM00087480","ROSARIO, AR","2017-05-02",,,"66","80","58"
"ARM00087480","ROSARIO, AR","2017-05-03",,,"68",,"62"
"ARM00087480","ROSARIO, AR","2017-05-04",,,"70",,"62"
"ARM00087480","ROSARIO, AR","2017-05-05",,,"67",,"55"
"ARM00087480","ROSARIO, AR","2017-05-06",,,"71","80","59"
"ARM00087480","ROSARIO, AR","2017-05-07",,,"73","80","67"
"ARM00087480","ROSARIO, AR","2017-05-08","0.91",,"68","80",
"ARM00087480","ROSARIO, AR","2017-05-09","0.00",,"58","72",
"ARM00087480","ROSARIO, AR","2017-05-10",,,"56","67","48"
"ARM00087480","ROSARIO, AR","2017-05-11",,,"57","65","51"
"ARM00087480","ROSARIO, AR","2017-05-12","0.63",,"58","59","53"
"ARM00087480","ROSARIO, AR","2017-05-13","0.39",,"59",,"54"
"ARM00087480","ROSARIO, AR","2017-05-14","0.00",,"57","65","50"
"ARM00087480","ROSARIO, AR","2017-05-15","0.00",,"60",,"52"
"ARM00087480","ROSARIO, AR","2017-05-16","0.00",,"55","67","45"
"ARM00087480","ROSARIO, AR","2017-05-17",,,"60","67","48"
"ARM00087480","ROSARIO, AR","2017-05-18",,,"60","68",
"ARM00087480","ROSARIO, AR","2017-05-19","0.16",,"55","62",
"ARM00087480","ROSARIO, AR","2017-05-20","0.00",,"50","57","43"
"ARM00087480","ROSARIO, AR","2017-05-21","0.00",,"56",,"44"
"ARM00087480","ROSARIO, AR","2017-05-22",,,"57","72","43"
"ARM00087480","ROSARIO, AR","2017-05-23",,,"60","72","48"
"ARM00087480","ROSARIO, AR","2017-05-24",,,"62","70","51"
"ARM00087480","ROSARIO, AR","2017-05-25","0.04",,"62","68",
"ARM00087480","ROSARIO, AR","2017-05-26","0.00",,"56",,"51"
"ARM00087480","ROSARIO, AR","2017-05-27",,,"49","66","41"
"ARM00087480","ROSARIO, AR","2017-05-28",,,"50",,"41"
"ARM00087480","ROSARIO, AR","2017-05-29",,,"54","62","43"
"ARM00087480","ROSARIO, AR","2017-05-30",,,"55","62","47"
"ARM00087480","ROSARIO, AR","2017-05-31",,,"51","60",
"ARM00087480","ROSARIO, AR","2017-06-01",,,"46",,"34"
"ARM00087480","ROSARIO, AR","2017-06-02",,,"47","62","35"
"ARM00087480","ROSARIO, AR","2017-06-03",,,"52","62","39"
"ARM00087480","ROSARIO, AR","2017-06-04",,,"53",,"46"
"ARM00087480","ROSARIO, AR","2017-06-05",,,"48","62",
"ARM00087480","ROSARIO, AR","2017-06-06",,,"47",,"34"
"ARM00087480","ROSARIO, AR","2017-06-07",,,"47","63","35"
"ARM00087480","ROSARIO, AR","2017-06-08","0.51",,"51","58","40"
"ARM00087480","ROSARIO, AR","2017-06-09","0.02",,"50",,"35"
"ARM00087480","ROSARIO, AR","2017-06-10","0.00",,"55",,"36"
"ARM00087480","ROSARIO, AR","2017-06-11",,,"53","77","43"
"ARM00087480","ROSARIO, AR","2017-06-12",,,"45","65","32"
"ARM00087480","ROSARIO, AR","2017-06-13",,,"50",,"34"
"ARM00087480","ROSARIO, AR","2017-06-14",,,"54","67","39"
"ARM00087480","ROSARIO, AR","2017-06-15",,,"64",,"42"
"ARM00087480","ROSARIO, AR","2017-06-16","0.00",,"71",,"63"
"ARM00087480","ROSARIO, AR","2017-06-17","0.00",,"69","78",
"ARM00087480","ROSARIO, AR","2017-06-18",,,"48","73","41"
"ARM00087480","ROSARIO, AR","2017-06-19",,,"42",,"20"
"ARM00087480","ROSARIO, AR","2017-06-20",,,"40","56","29"
"ARM00087480","ROSARIO, AR","2017-06-21",,,"51",,"31"
"ARM00087480","ROSARIO, AR","2017-06-22",,,"65",,"45"
"ARM00087480","ROSARIO, AR","2017-06-23",,,"69",,"63"
"ARM00087480","ROSARIO, AR","2017-06-24",,,"70",,"64"
"ARM00087480","ROSARIO, AR","2017-06-25",,,"72","80","64"
"ARM00087480","ROSARIO, AR","2017-06-26",,,"70","80","63"
"ARM00087480","ROSARIO, AR","2017-06-27","0.39",,"63","78",
"ARM00087480","ROSARIO, AR","2017-06-28","0.02",,"53","64",
"ARM00087480","ROSARIO, AR","2017-06-29","0.00",,"52",,"46"
"ARM00087480","ROSARIO, AR","2017-06-30",,,"54",,
"ARM00087480","ROSARIO, AR","2017-07-01",,,"52","69","41"
"ARM00087480","ROSARIO, AR","2017-07-02",,,"57",,"42"
"ARM00087480","ROSARIO, AR","2017-07-03",,,"59",,"51"
"ARM00087480","ROSARIO, AR","2017-07-04",,,"63",,"53"
"ARM00087480","ROSARIO, AR","2017-07-05","0.02",,"60","72",
"ARM00087480","ROSARIO, AR","2017-07-06","0.03",,"52","63",
"ARM00087480","ROSARIO, AR","2017-07-07","1.02",,"53",,"49"
"ARM00087480","ROSARIO, AR","2017-07-08","0.35",,"54","58","51"
"ARM00087480","ROSARIO, AR","2017-07-09","0.00",,"53",,"49"
"ARM00087480","ROSARIO, AR","2017-07-10","0.04",,"53","56","51"
"ARM00087480","ROSARIO, AR","2017-07-11","0.12",,"50","56","42"
"ARM00087480","ROSARIO, AR","2017-07-12","0.00",,"59",,"46"
"ARM00087480","ROSARIO, AR","2017-07-13","0.00",,"65",,"53"
"ARM00087480","ROSARIO, AR","2017-07-14",,,"59","77","56"
"ARM00087480","ROSARIO, AR","2017-07-15","0.00",,"57","62",
"ARM00087480","ROSARIO, AR","2017-07-16","0.02",,"44","60","37"
"ARM00087480","ROSARIO, AR","2017-07-17","0.00",,"39",,"26"
"ARM00087480","ROSARIO, AR","2017-07-18",,,"41",,"27"
"ARM00087480","ROSARIO, AR","2017-07-19",,,"47",,"30"
"ARM00087480","ROSARIO, AR","2017-07-20",,,"50",,"36"
"ARM00087480","ROSARIO, AR","2017-07-21",,,"50","70","35"
"ARM00087480","ROSARIO, AR","2017-07-22",,,"54","68","39"
"ARM00087480","ROSARIO, AR","2017-07-23",,,"60",,"47"
"ARM00087480","ROSARIO, AR","2017-07-24",,,"58","74","51"
"ARM00087480","ROSARIO, AR","2017-07-25",,,"57","64","49"
"ARM00087480","ROSARIO, AR","2017-07-26","0.00",,"60",,"56"
"ARM00087480","ROSARIO, AR","2017-07-27","0.00",,"65",,
"ARM00087480","ROSARIO, AR","2017-07-28",,,"70",,"59"
"ARM00087480","ROSARIO, AR","2017-07-29",,,"68","83","54"
"ARM00087480","ROSARIO, AR","2017-07-30",,,"56","79",
"ARM00087480","ROSARIO, AR","2017-07-31","0.00",,"51","56","48"
"ARM00087480","ROSARIO, AR","2017-08-01","0.00",,"54",,"49"
"ARM00087480","ROSARIO, AR","2017-08-02","0.03",,"56",,
"ARM00087480","ROSARIO, AR","2017-08-03","0.00",,"49",,"35"
"ARM00087480","ROSARIO, AR","2017-08-04",,,"51",,"36"
"ARM00087480","ROSARIO, AR","2017-08-05",,,"58",,"41"
"ARM00087480","ROSARIO, AR","2017-08-06",,,"63",,"49"
"ARM00087480","ROSARIO, AR","2017-08-07",,,"62","77","56"
"ARM00087480","ROSARIO, AR","2017-08-08","0.63",,"58","67","51"
"ARM00087480","ROSARIO, AR","2017-08-09","0.00",,"54","67","44"
"ARM00087480","ROSARIO, AR","2017-08-10",,,"58",,"54"
"ARM00087480","ROSARIO, AR","2017-08-11","0.51",,"60",,"56"
"ARM00087480","ROSARIO, AR","2017-08-12","0.12",,"57","63","52"
"ARM00087480","ROSARIO, AR","2017-08-13","0.00",,"51",,"34"
"ARM00087480","ROSARIO, AR","2017-08-14",,,"55","66","41"
"ARM00087480","ROSARIO, AR","2017-08-15","0.00",,"56",,"45"
"ARM00087480","ROSARIO, AR","2017-08-16",,,"55","72","39"
"ARM00087480","ROSARIO, AR","2017-08-17",,,"55",,"41"
"ARM00087480","ROSARIO, AR","2017-08-18",,,"64",,"48"
"ARM00087480","ROSARIO, AR","2017-08-19","0.24",,"60","78",
"ARM00087480","ROSARIO, AR","2017-08-20","0.00",,"50",,"36"
"ARM00087480","ROSARIO, AR","2017-08-21",,,"53",,"39"
"ARM00087480","ROSARIO, AR","2017-08-22",,,"57",,"46"
"ARM00087480","ROSARIO, AR","2017-08-23",,,"63",,"50"
"ARM00087480","ROSARIO, AR","2017-08-24",,,"68",,"57"
"ARM00087480","ROSARIO, AR","2017-08-25","0.00",,"66","79","59"
"ARM00087480","ROSARIO, AR","2017-08-26","0.00",,"59","71","55"
"ARM00087480","ROSARIO, AR","2017-08-27","0.00",,"64",,"55"
"ARM00087480","ROSARIO, AR","2017-08-28","0.00",,"69",,"61"
"ARM00087480","ROSARIO, AR","2017-08-29","0.00",,"63","74",
"ARM00087480","ROSARIO, AR","2017-08-30","0.00",,"50","64","37"
"ARM00087480","ROSARIO, AR","2017-08-31",,,"52",,"38"
"ARM00087480","ROSARIO, AR","2017-09-01",,,"63",,"53"
"ARM00087480","ROSARIO, AR","2017-09-02",,,"73",,"59"
"ARM00087480","ROSARIO, AR","2017-09-03",,,"63","86",
"ARM00087480","ROSARIO, AR","2017-09-04","0.00",,"56",,"48"
"ARM00087480","ROSARIO, AR","2017-09-05",,,"52","66","39"
"ARM00087480","ROSARIO, AR","2017-09-06",,,"58",,"47"
"ARM00087480","ROSARIO, AR","2017-09-07",,,"57",,"47"
"ARM00087480","ROSARIO, AR","2017-09-08","0.00",,"57","69","49"
"ARM00087480","ROSARIO, AR","2017-09-09","0.00",,"65",,"56"
"ARM00087480","ROSARIO, AR","2017-09-10","1.42",,"61","73",
"ARM00087480","ROSARIO, AR","2017-09-11","0.35",,"55",,"46"
"ARM00087480","ROSARIO, AR","2017-09-12","0.00",,"53",,"40"
"ARM00087480","ROSARIO, AR","2017-09-13",,,"56",,"44"
"ARM00087480","ROSARIO, AR","2017-09-14",,,"62",,"52"
"ARM00087480","ROSARIO, AR","2017-09-15",,,"53","74","42"
"ARM00087480","ROSARIO, AR","2017-09-16",,,"55",,"42"
"ARM00087480","ROSARIO, AR","2017-09-17",,,"59",,"45"
"ARM00087480","ROSARIO, AR","2017-09-18",,,"63",,"51"
"ARM00087480","ROSARIO, AR","2017-09-19",,,"67",,"56"
"ARM00087480","ROSARIO, AR","2017-09-20",,,"70",,
"ARM00087480","ROSARIO, AR","2017-09-21","0.94",,"56","83",
"ARM00087480","ROSARIO, AR","2017-09-22","0.55",,"53",,"41"
"ARM00087480","ROSARIO, AR","2017-09-23","0.00",,"56",,"42"
"ARM00087480","ROSARIO, AR","2017-09-24",,,"64",,"52"
"ARM00087480","ROSARIO, AR","2017-09-25",,,"69",,
"ARM00087480","ROSARIO, AR","2017-09-26",,,"64","78",
"ARM00087480","ROSARIO, AR","2017-09-27","1.61",,"54",,"46"
"ARM00087480","ROSARIO, AR","2017-09-28","0.00",,"55","63","47"
"ARM00087480","ROSARIO, AR","2017-09-29","0.12",,"62",,"51"
"ARM00087480","ROSARIO, AR","2017-09-30","0.00",,"67",,"57"
"ARM00087480","ROSARIO, AR","2017-10-01","1.77",,"63","76","55"
"ARM00087480","ROSARIO, AR","2017-10-02","0.00",,"58",,"48"
"ARM00087480","ROSARIO, AR","2017-10-03",,,"62",,"50"
"ARM00087480","ROSARIO, AR","2017-10-04",,,"71",,"57"
"ARM00087480","ROSARIO, AR","2017-10-05",,,"70","85","60"
"ARM00087480","ROSARIO, AR","2017-10-06",,,"62","79","46"
"ARM00087480","ROSARIO, AR","2017-10-07",,,"61","75","48"
"ARM00087480","ROSARIO, AR","2017-10-08",,,"64",,"57"
"ARM00087480","ROSARIO, AR","2017-10-09","0.00",,"63","74","53"
"ARM00087480","ROSARIO, AR","2017-10-10",,,"60","74","53"
"ARM00087480","ROSARIO, AR","2017-10-11","0.00",,"60",,"49"
"ARM00087480","ROSARIO, AR","2017-10-12","0.04",,"58","71",
"ARM00087480","ROSARIO, AR","2017-10-13","0.08",,"55",,"48"
"ARM00087480","ROSARIO, AR","2017-10-14","0.00",,"57",,"39"
"ARM00087480","ROSARIO, AR","2017-10-15",,,"62",,"45"
"ARM00087480","ROSARIO, AR","2017-10-16",,,"68",,"56"
"ARM00087480","ROSARIO, AR","2017-10-17",,,"68","81",
"ARM00087480","ROSARIO, AR","2017-10-18",,,"69",,"62"
"ARM00087480","ROSARIO, AR","2017-10-19","0.55",,"64","78","52"
"ARM00087480","ROSARIO, AR","2017-10-20","0.00",,"66",,"54"
"ARM00087480","ROSARIO, AR","2017-10-21",,,"65","79","58"
"ARM00087480","ROSARIO, AR","2017-10-22",,,"56","72","43"
"ARM00087480","ROSARIO, AR","2017-10-23",,,"61",,"50"
"ARM00087480","ROSARIO, AR","2017-10-24","0.00",,"67",,"56"
"ARM00087480","ROSARIO, AR","2017-10-25",,,"71",,"54"
"ARM00087480","ROSARIO, AR","2017-10-26",,,"74",,"60"
"ARM00087480","ROSARIO, AR","2017-10-27","0.75",,"67","85","57"
"ARM00087480","ROSARIO, AR","2017-10-28","0.00",,"65","76","51"
"ARM00087480","ROSARIO, AR","2017-10-29",,,"70",,
"ARM00087480","ROSARIO, AR","2017-10-30","0.04",,"66","77",
"ARM00087480","ROSARIO, AR","2017-10-31","0.00",,"66",,"49"
"ARM00087480","ROSARIO, AR","2017-11-01",,,"73",,"62"
"ARM00087480","ROSARIO, AR","2017-11-02","0.59",,"67","84",
"ARM00087480","ROSARIO, AR","2017-11-03","0.35",,"67",,"57"
"ARM00087480","ROSARIO, AR","2017-11-04","0.00",,"67",,"53"
"ARM00087480","ROSARIO, AR","2017-11-05",,,"69",,"55"
"ARM00087480","ROSARIO, AR","2017-11-06",,,"72",,"57"
"ARM00087480","ROSARIO, AR","2017-11-07","0.24",,"71","83","63"
"ARM00087480","ROSARIO, AR","2017-11-08","0.03",,"69",,"57"
"ARM00087480","ROSARIO, AR","2017-11-09","0.00",,"69",,"51"
"ARM00087480","ROSARIO, AR","2017-11-10",,,"74",,"61"
"ARM00087480","ROSARIO, AR","2017-11-11",,,"70","87","56"
"ARM00087480","ROSARIO, AR","2017-11-12",,,"70",,"55"
"ARM00087480","ROSARIO, AR","2017-11-13",,,"78",,"62"
"ARM00087480","ROSARIO, AR","2017-11-14",,,"80","93","63"
"ARM00087480","ROSARIO, AR","2017-11-15",,,"82",,"69"
"ARM00087480","ROSARIO, AR","2017-11-16","0.03",,"65",,"53"
"ARM00087480","ROSARIO, AR","2017-11-17","0.00",,"69",,"54"
"ARM00087480","ROSARIO, AR","2017-11-18",,,"64","87","51"
"ARM00087480","ROSARIO, AR","2017-11-19",,,"68",,"52"
"ARM00087480","ROSARIO, AR","2017-11-20",,,"65","83","58"
"ARM00087480","ROSARIO, AR","2017-11-21","0.24",,"65","75","58"
"ARM00087480","ROSARIO, AR","2017-11-22","0.00",,"69",,"53"
"ARM00087480","ROSARIO, AR","2017-11-23",,,"77",,"64"
"ARM00087480","ROSARIO, AR","2017-11-24","0.20",,"56",,
"ARM00087480","ROSARIO, AR","2017-11-25","0.31",,"58",,"43"
"ARM00087480","ROSARIO, AR","2017-11-26","0.00",,"71",,
"ARM00087480","ROSARIO, AR","2017-11-27",,,"70","85","61"
"ARM00087480","ROSARIO, AR","2017-11-28",,,"66","79","54"
"ARM00087480","ROSARIO, AR","2017-11-29",,,"75",,"60"
"ARM00087480","ROSARIO, AR","2017-11-30",,,"75","88","62"
"ARM00087480","ROSARIO, AR","2017-12-01",,,"76","87","67"
"ARM00087480","ROSARIO, AR","2017-12-02",,,"74","84",
"ARM00087480","ROSARIO, AR","2017-12-03","0.12",,"72","81",
"ARM00087480","ROSARIO, AR","2017-12-04","0.00",,"71","79","62"
"ARM00087480","ROSARIO, AR","2017-12-05",,,"74",,"64"
"ARM00087480","ROSARIO, AR","2017-12-06",,,"78",,"66"
"ARM00087480","ROSARIO, AR","2017-12-07",,,"81",,"64"
"ARM00087480","ROSARIO, AR","2017-12-08",,,"80","97",
"ARM00087480","ROSARIO, AR","2017-12-09",,,"81",,"65"
"ARM00087480","ROSARIO, AR","2017-12-10",,,"78","98","60"
"ARM00087480","ROSARIO, AR","2017-12-11",,,"70","93","55"
"ARM00087480","ROSARIO, AR","2017-12-12",,,"76",,"58"
"ARM00087480","ROSARIO, AR","2017-12-13",,,"77",,
"ARM00087480","ROSARIO, AR","2017-12-14","0.39",,"74","94","60"
"ARM00087480","ROSARIO, AR","2017-12-15","0.00",,"80",,
"ARM00087480","ROSARIO, AR","2017-12-16",,,"83","96","77"
"ARM00087480","ROSARIO, AR","2017-12-17","2.44",,"72","93","60"
"ARM00087480","ROSARIO, AR","2017-12-18","0.00",,"68","76","58"
"ARM00087480","ROSARIO, AR","2017-12-19","0.12",,"68","75","63"
"ARM00087480","ROSARIO, AR","2017-12-20","0.39",,"74",,"63"
"ARM00087480","ROSARIO, AR","2017-12-21","0.00",,"77","89","71"
"ARM00087480","ROSARIO, AR","2017-12-22",,,"82",,"68"
"ARM00087480","ROSARIO, AR","2017-12-23","1.02",,"72","96","67"
"ARM00087480","ROSARIO, AR","2017-12-24","0.00",,"70","81",
"ARM00087480","ROSARIO, AR","2017-12-25",,,"76",,"60"
"ARM00087480","ROSARIO, AR","2017-12-26",,,"82",,"70"
"ARM00087480","ROSARIO, AR","2017-12-27",,,"80","94","69"
"ARM00087480","ROSARIO, AR","2017-12-28",,,"85",,"73"
"ARM00087480","ROSARIO, AR","2017-12-29",,,"83","97","69"
"ARM00087480","ROSARIO, AR","2017-12-30",,,"85",,"71"
"ARM00087480","ROSARIO, AR","2017-12-31","0.20",,"72","98",
"ARM00087480","ROSARIO, AR","2018-01-01","0.24",,"71",,"62"
"ARM00087480","ROSARIO, AR","2018-01-02",,,"74",,"60"
"ARM00087480","ROSARIO, AR","2018-01-03",,,"77",,"62"
"ARM00087480","ROSARIO, AR","2018-01-04",,,"84",,
"ARM00087480","ROSARIO, AR","2018-01-05",,,"78","99",
"ARM00087480","ROSARIO, AR","2018-01-06","0.12",,"70",,"58"
"ARM00087480","ROSARIO, AR","2018-01-07","0.00",,"76",,"60"
"ARM00087480","ROSARIO, AR","2018-01-08",,,"80","91","65"
"ARM00087480","ROSARIO, AR","2018-01-09",,,"81",,"71"
"ARM00087480","ROSARIO, AR","2018-01-10",,,"86",,"75"
"ARM00087480","ROSARIO, AR","2018-01-11",,,"87",,"75"
"ARM00087480","ROSARIO, AR","2018-01-12",,,"84","98","77"
"ARM00087480","ROSARIO, AR","2018-01-13",,,"78","96","71"
"ARM00087480","ROSARIO, AR","2018-01-14","0.47",,"67","88","60"
"ARM00087480","ROSARIO, AR","2018-01-15","0.00",,"70",,"58"
"ARM00087480","ROSARIO, AR","2018-01-16","0.00",,"77",,"66"
"ARM00087480","ROSARIO, AR","2018-01-17",,,"73","88",
"ARM00087480","ROSARIO, AR","2018-01-18",,,"75",,"61"
"ARM00087480","ROSARIO, AR","2018-01-19",,,"80",,"66"
"ARM00087480","ROSARIO, AR","2018-01-20",,,"82","94","69"
"ARM00087480","ROSARIO, AR","2018-01-21",,,"81","93","68"
"ARM00087480","ROSARIO, AR","2018-01-22","0.00",,"79",,
"ARM00087480","ROSARIO, AR","2018-01-23",,,"80","93","67"
"ARM00087480","ROSARIO, AR","2018-01-24",,,"76","93","61"
"ARM00087480","ROSARIO, AR","2018-01-25",,,"72","84","62"
"ARM00087480","ROSARIO, AR","2018-01-26",,,"77",,
"ARM00087480","ROSARIO, AR","2018-01-27","0.00",,"78","89","69"
"ARM00087480","ROSARIO, AR","2018-01-28","0.08",,"77",,"60"
"ARM00087480","ROSARIO, AR","2018-01-29","0.00",,"78","94","63"
"ARM00087480","ROSARIO, AR","2018-01-30",,,"81",,"69"
"ARM00087480","ROSARIO, AR","2018-01-31",,,"80","94","65"
"ARM00087480","ROSARIO, AR","2018-02-01",,,"80",,"65"
"ARM00087480","ROSARIO, AR","2018-02-02",,,"83",,"66"
"ARM00087480","ROSARIO, AR","2018-02-03",,,"82","97",
"ARM00087480","ROSARIO, AR","2018-02-04",,,"83",,"72"
"ARM00087480","ROSARIO, AR","2018-02-05",,,"84","95","73"
"ARM00087480","ROSARIO, AR","2018-02-06",,,"85","96","70"
"ARM00087480","ROSARIO, AR","2018-02-07",,,"87",,"69"
"ARM00087480","ROSARIO, AR","2018-02-08",,,"83","99","71"
"ARM00087480","ROSARIO, AR","2018-02-09",,,"81","98","70"
"ARM00087480","ROSARIO, AR","2018-02-10",,,"74",,"62"
"ARM00087480","ROSARIO, AR","2018-02-11",,,"69","87",
"ARM00087480","ROSARIO, AR","2018-02-12",,,"63","77","46"
"ARM00087480","ROSARIO, AR","2018-02-13",,,"67",,"48"
"ARM00087480","ROSARIO, AR","2018-02-14",,,"74",,"60"
"ARM00087480","ROSARIO, AR","2018-02-15",,,"79",,"65"
"ARM00087480","ROSARIO, AR","2018-02-16",,,"83",,"73"
"ARM00087480","ROSARIO, AR","2018-02-17",,,"83",,"69"
"ARM00087480","ROSARIO, AR","2018-02-18",,,"84","96","71"
"ARM00087480","ROSARIO, AR","2018-02-19",,,"79","95","71"
"ARM00087480","ROSARIO, AR","2018-02-20",,,"74","90","60"
"ARM00087480","ROSARIO, AR","2018-02-21",,,"70","87","56"
"ARM00087480","ROSARIO, AR","2018-02-22",,,"71",,"55"
"ARM00087480","ROSARIO, AR","2018-02-23",,,"74",,"58"
"ARM00087480","ROSARIO, AR","2018-02-24",,,"78","87","67"
"ARM00087480","ROSARIO, AR","2018-02-25",,,"77","87",
"ARM00087480","ROSARIO, AR","2018-02-26","0.12",,"76","87","67"
"ARM00087480","ROSARIO, AR","2018-02-27","0.00",,"78",,"65"
"ARM00087480","ROSARIO, AR","2018-02-28",,,"78","90","67"
"ARM00087480","ROSARIO, AR","2018-03-01",,,"79",,"63"
"ARM00087480","ROSARIO, AR","2018-03-02",,,"79",,"64"
"ARM00087480","ROSARIO, AR","2018-03-03",,,"79","93","68"
"ARM00087480","ROSARIO, AR","2018-03-04",,,"81",,"69"
"ARM00087480","ROSARIO, AR","2018-03-05","0.55",,"75","95","65"
"ARM00087480","ROSARIO, AR","2018-03-06","0.00",,"69","84","56"
"ARM00087480","ROSARIO, AR","2018-03-07",,,"66","81","48"
"ARM00087480","ROSARIO, AR","2018-03-08",,,"71",,"52"
"ARM00087480","ROSARIO, AR","2018-03-09","0.00",,"77",,
"ARM00087480","ROSARIO, AR","2018-03-10",,,"80",,"66"
"ARM00087480","ROSARIO, AR","2018-03-11","0.55",,"67","96","57"
"ARM00087480","ROSARIO, AR","2018-03-12","0.00",,"64",,"48"
"ARM00087480","ROSARIO, AR","2018-03-13",,,"73",,"59"
"ARM00087480","ROSARIO, AR","2018-03-14",,,"76",,"61"
"ARM00087480","ROSARIO, AR","2018-03-15","0.00",,"68","91","52"
"ARM00087480","ROSARIO, AR","2018-03-16",,,"65",,"47"
"ARM00087480","ROSARIO, AR","2018-03-17",,,"74",,"65"
"ARM00087480","ROSARIO, AR","2018-03-18","0.02",,"75","84",
"ARM00087480","ROSARIO, AR","2018-03-19","0.01",,"63",,"42"
"ARM00087480","ROSARIO, AR","2018-03-20","0.00",,"65",,"43"
"ARM00087480","ROSARIO, AR","2018-03-21",,,"62","87","48"
"ARM00087480","ROSARIO, AR","2018-03-22",,,"69",,"56"
